Research_Question,antecedent_str,consequent_str,support,confidence,lift
RQ1,Task=documentation,Task=search_answers + Task=testing_code,0.2234836539472301,0.5494959937968467,1.6335485590591883
RQ1,Task=generating_content + Task=learning_new_concepts,Task=learning_codebase,0.22054031325554505,0.6905859117840685,1.6317793787386596
RQ1,Task=learning_codebase,Task=generating_content + Task=learning_new_concepts,0.22054031325554505,0.5211127670144063,1.6317793787386596
RQ1,Task=testing_code + Task=writing_code,Task=documentation,0.21780721118469462,0.6632522407170294,1.6307879467410442
RQ1,Task=documentation,Task=testing_code + Task=writing_code,0.21780721118469462,0.5355388989402946,1.6307879467410442
RQ1,Task=generating_content + Task=learning_codebase,Task=testing_code,0.16987280563439505,0.6357199055861527,1.6287647352117074
RQ1,Task=agent_it_operations + Task=debugging_code,Task=documentation,0.052139177966992536,0.6613333333333333,1.6260697854742827
RQ1,Task=debugging_code + Task=learning_codebase,Task=documentation,0.20719016083254493,0.6607442172309755,1.6246212816020342
RQ1,Task=documentation,Task=debugging_code + Task=learning_codebase,0.20719016083254493,0.5094339622641509,1.624621281602034
RQ1,Task=agent_business_process + Task=generating_content,Task=testing_code,0.052559655208661835,0.6337135614702155,1.6236243227218314
RQ1,Task=debugging_code + Task=learning_new_concepts,Task=learning_codebase,0.2560706401766004,0.6869712351945854,1.6232382912086665
RQ1,Task=learning_codebase,Task=debugging_code + Task=learning_new_concepts,0.2560706401766004,0.6050670640834575,1.6232382912086663
RQ1,Task=debugging_code + Task=generating_content,Task=testing_code,0.1941553663407968,0.6329677861549007,1.6217135873125692
RQ1,Task=documentation + Task=learning_codebase,Task=generating_content,0.18953011668243455,0.7305510534846029,1.6211178380683526
RQ1,Task=documentation + Task=search_answers,Task=testing_code,0.2234836539472301,0.6317979197622585,1.6187162969831308
RQ1,Task=testing_code,Task=documentation + Task=search_answers,0.2234836539472301,0.5725828171290062,1.6187162969831308
RQ1,Task=agent_business_process + Task=generating_content,Task=learning_codebase,0.05676442762535478,0.6844106463878328,1.6171878984320551
RQ1,Task=agent_it_operations + Task=learning_new_concepts,Task=learning_codebase,0.059182171764953224,0.68408262454435,1.6164128185023352
RQ1,Task=debugging_code + Task=generating_content,Task=learning_codebase,0.2097130242825607,0.6836874571624401,1.6154790809702664
RQ1,Task=generating_content + Task=testing_code,Task=learning_codebase,0.16987280563439505,0.6827207435572455,1.6131948418927167
RQ1,Task=agent_business_process + Task=learning_codebase,Task=generating_content,0.05676442762535478,0.7267833109017497,1.6127570880821893
RQ1,Task=agent_data_analytics + Task=debugging_code,Task=learning_codebase,0.07368863660254389,0.6812439261418853,1.6097052830073908
RQ1,Task=documentation + Task=writing_code,Task=learning_codebase,0.22621675601808053,0.6812282367837924,1.609668210761107
RQ1,Task=learning_codebase,Task=documentation + Task=writing_code,0.22621675601808053,0.5345255837059116,1.609668210761107
RQ1,Task=documentation + Task=testing_code,Task=generating_content,0.1808052139177967,0.7248209018120523,1.608402435021706
RQ1,Task=debugging_code + Task=testing_code,Task=learning_codebase,0.19447072427204878,0.6806475349521708,1.6082960755091904
RQ1,Task=agent_software_engineering + Task=documentation,Task=testing_code,0.21749185325344267,0.6258318209316395,1.6034306793758917
RQ1,Task=testing_code,Task=agent_software_engineering + Task=documentation,0.21749185325344267,0.5572313493132238,1.6034306793758917
RQ1,Task=agent_data_analytics + Task=debugging_code,Task=documentation,0.07053505729002418,0.652089407191448,1.6033410521096523
RQ1,Task=agent_data_analytics + Task=learning_new_concepts,Task=learning_codebase,0.07999579522758331,0.6776491540516474,1.6012112276436468
RQ1,Task=generating_content + Task=learning_new_concepts,Task=documentation,0.20782087669504887,0.6507570770243581,1.6000651521666371
RQ1,Task=documentation,Task=generating_content + Task=learning_new_concepts,0.20782087669504887,0.5109847505815456,1.6000651521666371
RQ1,Task=agent_it_operations + Task=documentation,Task=generating_content,0.05077262693156733,0.7208955223880598,1.5996918834797325
RQ1,Task=agent_business_process + Task=writing_code,Task=learning_codebase,0.06506885314832335,0.6765027322404372,1.5985023576262494
RQ1,Task=agent_it_operations + Task=generating_content,Task=learning_codebase,0.05119310417323662,0.6763888888888889,1.5982333581718828
RQ1,Task=agent_it_operations + Task=debugging_code,Task=learning_codebase,0.0532954903815831,0.676,1.5973144560357677
RQ1,Task=agent_it_operations + Task=testing_code,Task=learning_codebase,0.042888678650268054,0.6754966887417219,1.5961251862891208
RQ1,Task=agent_data_analytics + Task=testing_code,Task=learning_codebase,0.058971933144118575,0.6742788461538461,1.5932475567465323
RQ1,Task=agent_business_process + Task=writing_code,Task=testing_code,0.05970776831703984,0.6207650273224044,1.5904491529539544
RQ1,Task=agent_software_engineering + Task=testing_code,Task=documentation,0.21749185325344267,0.6465625,1.5897516315585423
RQ1,Task=documentation,Task=agent_software_engineering + Task=testing_code,0.21749185325344267,0.5347635047815973,1.5897516315585423
RQ1,Task=debugging_code + Task=learning_codebase,Task=testing_code,0.19447072427204878,0.62018102581294,1.5889528948447342
RQ1,Task=documentation + Task=learning_new_concepts,Task=generating_content,0.20782087669504887,0.7160449112640348,1.5889282110694574
RQ1,Task=documentation + Task=search_answers,Task=learning_codebase,0.23756964154315147,0.6716196136701337,1.5869640796929911
RQ1,Task=learning_codebase,Task=documentation + Task=search_answers,0.23756964154315147,0.561351217088922,1.586964079692991
RQ1,Task=agent_data_analytics + Task=testing_code,Task=generating_content,0.06254598969830757,0.7151442307692307,1.5869295701674113
RQ1,Task=learning_codebase + Task=testing_code,Task=generating_content,0.16987280563439505,0.7140963323022537,1.5846042475370514
RQ1,Task=agent_data_analytics + Task=learning_codebase,Task=generating_content,0.07032481866918953,0.7139807897545358,1.5843478546617447
RQ1,Task=learning_codebase + Task=writing_code,Task=documentation,0.22621675601808053,0.644311377245509,1.5842166274842406
RQ1,Task=documentation,Task=learning_codebase + Task=writing_code,0.22621675601808053,0.5562160765055569,1.5842166274842406
RQ1,Task=learning_codebase + Task=testing_code,Task=debugging_code,0.19447072427204878,0.8174988952717632,1.5774578074483334
RQ1,Task=documentation,Task=generating_content + Task=writing_code,0.22958057395143489,0.564486947531662,1.5720036100318209
RQ1,Task=generating_content + Task=writing_code,Task=documentation,0.22958057395143489,0.6393442622950819,1.5720036100318207
RQ1,Task=debugging_code + Task=documentation,Task=generating_content,0.20466729738252917,0.7082575481993453,1.571647785402466
RQ1,Task=learning_codebase + Task=learning_new_concepts,Task=documentation,0.21128981393882057,0.6391096979332275,1.5714268690717996
RQ1,Task=documentation,Task=learning_codebase + Task=learning_new_concepts,0.21128981393882057,0.5195140863272163,1.5714268690717994
RQ1,Task=testing_code,Task=documentation,0.24944812362030905,0.6391058443307298,1.5714173939307916
RQ1,Task=documentation,Task=testing_code,0.24944812362030905,0.6133367795295942,1.5714173939307916
RQ1,Task=agent_it_operations + Task=debugging_code,Task=testing_code,0.04835488279196889,0.6133333333333334,1.5714085645030973
RQ1,Task=agent_it_operations + Task=testing_code,Task=generating_content,0.044885945548197206,0.7069536423841061,1.568754373687894
RQ1,Task=agent_data_analytics + Task=debugging_code,Task=testing_code,0.06601492694207926,0.6103012633624879,1.5636401611546855
RQ1,Task=generating_content + Task=writing_code,Task=testing_code,0.21864816566803322,0.6088992974238876,1.5600482134105689
RQ1,Task=testing_code,Task=generating_content + Task=writing_code,0.21864816566803322,0.560193913277673,1.5600482134105687
RQ1,Task=learning_codebase + Task=writing_code,Task=debugging_code,0.28319142226426997,0.8065868263473055,1.5564017198867988
RQ1,Task=debugging_code,Task=learning_codebase + Task=writing_code,0.28319142226426997,0.5464503042596349,1.5564017198867985
RQ1,Task=agent_business_process + Task=search_answers,Task=documentation,0.06811731315042574,0.6315789473684211,1.5529104487763736
RQ1,Task=learning_codebase + Task=writing_code,Task=testing_code,0.21255124566382844,0.6053892215568862,1.5510551211070989
RQ1,Task=testing_code,Task=learning_codebase + Task=writing_code,0.21255124566382844,0.5445731214651225,1.5510551211070989
RQ1,Task=agent_data_analytics + Task=debugging_code,Task=generating_content,0.07558078419005572,0.6987366375121478,1.550520558118279
RQ1,Task=agent_it_operations + Task=learning_codebase,Task=generating_content,0.05119310417323662,0.6987087517934003,1.550458678752185
RQ1,Task=generating_content + Task=search_answers,Task=documentation,0.24419215809944286,0.6300515324111744,1.5491548792523913
RQ1,Task=documentation,Task=generating_content + Task=search_answers,0.24419215809944286,0.6004135435513052,1.549154879252391
RQ1,Task=learning_new_concepts + Task=testing_code,Task=generating_content,0.1887942815095133,0.6977466977466977,1.548323847833995
RQ1,Task=agent_business_process + Task=debugging_code,Task=generating_content,0.0586565752128666,0.6975,1.5477764170748776
RQ1,Task=agent_it_operations + Task=debugging_code,Task=generating_content,0.05476716072742563,0.6946666666666667,1.5414891532540238
RQ1,Task=documentation + Task=learning_codebase,Task=debugging_code,0.20719016083254493,0.7986223662884927,1.5410333814406554
RQ1,Task=agent_data_analytics + Task=generating_content,Task=learning_codebase,0.07032481866918953,0.6514118792599806,1.539215401738747
RQ1,Task=documentation,Task=learning_codebase + Task=search_answers,0.23756964154315147,0.5841302662186612,1.5388621496920865
RQ1,Task=learning_codebase + Task=search_answers,Task=documentation,0.23756964154315147,0.6258654112434229,1.5388621496920862
RQ1,Task=agent_business_process + Task=search_answers,Task=learning_codebase,0.0702196993587722,0.6510721247563352,1.5384125988094928
RQ1,Task=agent_data_analytics + Task=writing_code,Task=documentation,0.07957531798591401,0.6256198347107438,1.5382583322830978
RQ1,Task=agent_software_engineering + Task=documentation,Task=learning_codebase,0.22590139808682855,0.6500302480338778,1.53595075746306
RQ1,Task=learning_codebase,Task=agent_software_engineering + Task=documentation,0.22590139808682855,0.5337804272230502,1.53595075746306
RQ1,Task=agent_it_operations + Task=learning_new_concepts,Task=documentation,0.054031325554504364,0.6245443499392467,1.535613957346098
RQ1,Task=documentation + Task=writing_code,Task=generating_content,0.22958057395143489,0.6913580246913581,1.53414716325843
RQ1,Task=generating_content,Task=documentation + Task=writing_code,0.22958057395143489,0.509447165850245,1.53414716325843
RQ1,Task=agent_data_analytics + Task=learning_codebase,Task=testing_code,0.058971933144118575,0.5987193169690501,1.5339662974216466
RQ1,Task=agent_business_process + Task=learning_new_concepts,Task=testing_code,0.053610848312835066,0.5985915492957746,1.53363894652591
RQ1,Task=agent_data_analytics + Task=writing_code,Task=learning_codebase,0.08251865867759907,0.6487603305785123,1.5329500806739662
RQ1,Task=documentation + Task=search_answers,Task=generating_content,0.24419215809944286,0.6903417533432392,1.5318920222893013
RQ1,Task=generating_content,Task=documentation + Task=search_answers,0.24419215809944286,0.5418707721017029,1.5318920222893013
RQ1,Task=agent_business_process + Task=learning_new_concepts,Task=generating_content,0.06181015452538632,0.6901408450704225,1.5314461999428342
RQ1,Task=agent_data_analytics + Task=learning_new_concepts,Task=generating_content,0.08146746557342584,0.6901157613535174,1.531390538314908
RQ1,Task=learning_new_concepts + Task=testing_code,Task=debugging_code,0.21465363187217493,0.7933177933177933,1.5307975999659569
RQ1,Task=testing_code + Task=writing_code,Task=learning_codebase,0.21255124566382844,0.647247119078105,1.52937452652509
RQ1,Task=learning_codebase,Task=testing_code + Task=writing_code,0.21255124566382844,0.5022354694485842,1.52937452652509
RQ1,Task=testing_code + Task=writing_code,Task=debugging_code,0.2597498160412068,0.7909731113956466,1.5262732674861637
RQ1,Task=debugging_code,Task=testing_code + Task=writing_code,0.2597498160412068,0.5012170385395538,1.5262732674861637
RQ1,Task=search_answers + Task=testing_code,Task=learning_codebase,0.21696625670135605,0.645,1.524064828614009
RQ1,Task=learning_codebase,Task=search_answers + Task=testing_code,0.21696625670135605,0.5126676602086438,1.524064828614009
RQ1,Task=agent_business_process + Task=learning_codebase,Task=learning_new_concepts,0.06496373383790602,0.8317631224764468,1.5239912527192678
RQ1,Task=learning_codebase,Task=learning_new_concepts + Task=writing_code,0.2806685588142542,0.6631892697466468,1.5238936046134905
RQ1,Task=learning_new_concepts + Task=writing_code,Task=learning_codebase,0.2806685588142542,0.644927536231884,1.5238936046134905
RQ1,Task=documentation + Task=testing_code,Task=debugging_code,0.19688846841164723,0.7892962494732406,1.523037570231022
RQ1,Task=agent_business_process + Task=writing_code,Task=generating_content,0.06601492694207926,0.6863387978142077,1.5230093267101839
RQ1,Task=debugging_code,Task=documentation + Task=writing_code,0.2619573215599706,0.505476673427992,1.5221904382147793
RQ1,Task=documentation + Task=writing_code,Task=debugging_code,0.2619573215599706,0.7888572333016778,1.522190438214779
RQ1,Task=agent_data_analytics + Task=learning_new_concepts,Task=documentation,0.07305792074003994,0.6188780053428317,1.521681691606709
RQ1,Task=agent_software_engineering + Task=learning_codebase,Task=documentation,0.22590139808682855,0.6187733947595739,1.5214244777327026
RQ1,Task=documentation,Task=agent_software_engineering + Task=learning_codebase,0.22590139808682855,0.5554406823468596,1.5214244777327026
RQ1,Task=agent_it_operations + Task=writing_code,Task=documentation,0.05760538210869337,0.618510158013544,1.5207772378348008
RQ1,Task=agent_it_operations + Task=generating_content,Task=testing_code,0.044885945548197206,0.5930555555555556,1.5194552922165365
RQ1,Task=generating_content + Task=learning_new_concepts,Task=testing_code,0.1887942815095133,0.5911784068466096,1.5146458885892262
RQ1,Task=generating_content + Task=learning_codebase,Task=debugging_code,0.2097130242825607,0.7848151062155783,1.514390690756348
RQ1,Task=generating_content + Task=learning_codebase,Task=learning_new_concepts,0.22054031325554505,0.8253343823760818,1.5122122456748202
RQ1,Task=generating_content + Task=writing_code,Task=learning_codebase,0.22979081257226952,0.6399297423887588,1.512084361486404
RQ1,Task=learning_codebase,Task=generating_content + Task=writing_code,0.22979081257226952,0.5429706905116741,1.512084361486404
RQ1,Task=debugging_code + Task=testing_code,Task=generating_content,0.1941553663407968,0.6795437821927889,1.5079309540471195
RQ1,Task=documentation,Task=learning_codebase,0.2594344581099548,0.6378909278883432,1.507266864630355
RQ1,Task=learning_codebase,Task=documentation,0.2594344581099548,0.6130153999006458,1.5072668646303549
RQ1,Task=agent_software_engineering + Task=generating_content,Task=documentation,0.23252391464311994,0.6129121640343586,1.5070130308758989
RQ1,Task=documentation,Task=agent_software_engineering + Task=generating_content,0.23252391464311994,0.5717239596795037,1.5070130308758989
RQ1,Task=generating_content + Task=testing_code,Task=debugging_code,0.1941553663407968,0.7803126320236586,1.5057026507994047
RQ1,Task=agent_data_analytics + Task=writing_code,Task=generating_content,0.0861978345422054,0.6776859504132231,1.5038083616237443
RQ1,Task=agent_it_operations + Task=learning_codebase,Task=testing_code,0.042888678650268054,0.5853658536585366,1.4997536670761265
RQ1,Task=agent_business_process + Task=testing_code,Task=debugging_code,0.05518763796909492,0.7766272189349112,1.4985912238798804
RQ1,Task=debugging_code + Task=learning_codebase,Task=learning_new_concepts,0.2560706401766004,0.8166275561515252,1.4962592337576
RQ1,Task=agent_it_operations + Task=writing_code,Task=learning_codebase,0.058971933144118575,0.6331828442437923,1.4961421751841026
RQ1,Task=generating_content + Task=search_answers,Task=learning_codebase,0.24534847051403344,0.6330349877949553,1.4957928064812245
RQ1,Task=learning_codebase,Task=generating_content + Task=search_answers,0.24534847051403344,0.57973174366617,1.4957928064812245
RQ1,Task=learning_codebase + Task=learning_new_concepts,Task=debugging_code,0.2560706401766004,0.7745627980922098,1.494607687272047
RQ1,Task=debugging_code + Task=writing_code,Task=learning_codebase,0.28319142226426997,0.6319493314567206,1.4932275186656194
RQ1,Task=learning_codebase,Task=debugging_code + Task=writing_code,0.28319142226426997,0.669150521609538,1.4932275186656192
RQ1,Task=documentation + Task=learning_codebase,Task=learning_new_concepts,0.21128981393882057,0.8144246353322528,1.4922229499067259
RQ1,Task=search_answers + Task=testing_code,Task=debugging_code,0.26006517397245876,0.7731250000000001,1.491833291075051
RQ1,Task=debugging_code,Task=search_answers + Task=testing_code,0.26006517397245876,0.5018255578093307,1.491833291075051
RQ1,Task=agent_data_analytics + Task=learning_codebase,Task=learning_new_concepts,0.07999579522758331,0.8121664887940235,1.4880854791790343
RQ1,Task=agent_business_process + Task=agent_data_analytics,Task=documentation,0.03868390623357511,0.6042692939244664,1.4857621589825403
RQ1,Task=learning_codebase + Task=search_answers,Task=learning_new_concepts,0.3076842215915064,0.8105787870396013,1.4851764254829982
RQ1,Task=learning_new_concepts,Task=learning_codebase + Task=search_answers,0.3076842215915064,0.5637519260400616,1.4851764254829982
RQ1,Task=testing_code,Task=debugging_code + Task=writing_code,0.2597498160412068,0.6654995960140049,1.4850803792824838
RQ1,Task=debugging_code + Task=writing_code,Task=testing_code,0.2597498160412068,0.5796387520525451,1.4850803792824836
RQ1,Task=agent_software_engineering + Task=documentation,Task=generating_content,0.23252391464311994,0.6690865093768905,1.4847259070917564
RQ1,Task=generating_content,Task=agent_software_engineering + Task=documentation,0.23252391464311994,0.515978539771402,1.4847259070917564
RQ1,Task=agent_data_analytics + Task=generating_content,Task=testing_code,0.06254598969830757,0.5793573515092503,1.484359408808914
RQ1,Task=documentation,Task=generating_content,0.27204877536003363,0.6689066942362367,1.484326891128836
RQ1,Task=generating_content,Task=documentation,0.27204877536003363,0.6036855609983672,1.484326891128836
RQ1,Task=debugging_code + Task=learning_codebase,Task=generating_content,0.2097130242825607,0.6687898089171974,1.4840675185979237
RQ1,Task=debugging_code + Task=search_answers,Task=learning_codebase,0.2912856091664039,0.6273488793298619,1.4823571507861344
RQ1,Task=learning_codebase,Task=debugging_code + Task=search_answers,0.2912856091664039,0.6882762046696473,1.4823571507861342
RQ1,Task=documentation + Task=learning_new_concepts,Task=debugging_code,0.22274781877430885,0.7674755523361102,1.4809320343556627
RQ1,Task=agent_business_process + Task=search_answers,Task=testing_code,0.06233575107747293,0.5779727095516569,1.4808118464758717
RQ1,Task=learning_codebase + Task=search_answers,Task=debugging_code,0.2912856091664039,0.7673774577679314,1.4807427496442864
RQ1,Task=debugging_code,Task=learning_codebase + Task=search_answers,0.2912856091664039,0.5620689655172414,1.4807427496442862
RQ1,Task=learning_codebase + Task=learning_new_concepts,Task=generating_content,0.22054031325554505,0.6670906200317965,1.48029696019652
RQ1,Task=generating_content + Task=search_answers,Task=testing_code,0.2239041311888994,0.5777054515866558,1.4801271104077178
RQ1,Task=testing_code,Task=generating_content + Task=search_answers,0.2239041311888994,0.5736601131160786,1.4801271104077176
RQ1,Task=agent_it_operations + Task=learning_codebase,Task=learning_new_concepts,0.059182171764953224,0.8077474892395983,1.4799888029923534
RQ1,Task=agent_data_analytics + Task=writing_code,Task=testing_code,0.07337327867129191,0.5768595041322313,1.477959726046301
RQ1,Task=testing_code + Task=writing_code,Task=generating_content,0.21864816566803322,0.6658130601792573,1.4774620110765746
RQ1,Task=generating_content + Task=writing_code,Task=debugging_code,0.2748869967413014,0.7655152224824356,1.4771493532404483
RQ1,Task=debugging_code,Task=generating_content + Task=writing_code,0.2748869967413014,0.5304259634888439,1.4771493532404483
RQ1,Task=search_answers + Task=testing_code,Task=generating_content,0.2239041311888994,0.665625,1.477044699090273
RQ1,Task=debugging_code + Task=learning_new_concepts,Task=testing_code,0.21465363187217493,0.5758601240834743,1.4753992352292191
RQ1,Task=testing_code,Task=debugging_code + Task=learning_new_concepts,0.21465363187217493,0.5499596014004847,1.4753992352292191
RQ1,Task=agent_business_process + Task=agent_software_engineering,Task=documentation,0.06380742142331547,0.5992102665350445,1.4733231495342152
RQ1,Task=learning_codebase + Task=learning_new_concepts,Task=testing_code,0.18995059392410385,0.5745627980922099,1.4720753833156996
RQ1,Task=agent_business_process + Task=writing_code,Task=debugging_code,0.07337327867129191,0.7628415300546448,1.4719901572839424
RQ1,Task=learning_codebase,Task=learning_new_concepts + Task=search_answers,0.3076842215915064,0.7270243417784402,1.4705895307970023
RQ1,Task=learning_new_concepts + Task=search_answers,Task=learning_codebase,0.3076842215915064,0.622368700829258,1.4705895307970023
RQ1,Task=agent_it_operations + Task=testing_code,Task=debugging_code,0.04835488279196889,0.76158940397351,1.4695740365111565
RQ1,Task=agent_it_operations + Task=learning_new_concepts,Task=generating_content,0.0572900241774414,0.6622114216281896,1.4694698516326028
RQ1,Task=documentation,Task=debugging_code + Task=learning_new_concepts,0.22274781877430885,0.5476867407598863,1.4693017385360403
RQ1,Task=debugging_code + Task=learning_new_concepts,Task=documentation,0.22274781877430885,0.5975747320924986,1.4693017385360398
RQ1,Task=learning_new_concepts + Task=writing_code,Task=debugging_code,0.3313360664354042,0.7613526570048309,1.469117206102831
RQ1,Task=debugging_code,Task=learning_new_concepts + Task=writing_code,0.3313360664354042,0.6393509127789047,1.4691172061028308
RQ1,Task=learning_codebase + Task=writing_code,Task=learning_new_concepts,0.2806685588142542,0.7994011976047904,1.4646963776607034
RQ1,Task=learning_new_concepts,Task=learning_codebase + Task=writing_code,0.2806685588142542,0.5142526964560863,1.4646963776607034
RQ1,Task=testing_code,Task=learning_codebase + Task=search_answers,0.21696625670135605,0.5558847293293833,1.4644506868209426
RQ1,Task=learning_codebase + Task=search_answers,Task=testing_code,0.21696625670135605,0.5715868180559402,1.4644506868209424
RQ1,Task=learning_codebase,Task=agent_software_engineering + Task=learning_new_concepts,0.28676547881845893,0.6775956284153005,1.4639943704553156
RQ1,Task=agent_software_engineering + Task=learning_new_concepts,Task=learning_codebase,0.28676547881845893,0.6195775607540313,1.4639943704553153
RQ1,Task=learning_codebase + Task=testing_code,Task=learning_new_concepts,0.18995059392410385,0.7984975695978789,1.4630407125548193
RQ1,Task=agent_software_engineering + Task=testing_code,Task=learning_codebase,0.20824135393671817,0.6190625,1.462777337928465
RQ1,Task=agent_it_operations + Task=search_answers,Task=learning_codebase,0.06601492694207926,0.6187192118226601,1.4619661853127088
RQ1,Task=agent_software_engineering + Task=learning_codebase,Task=testing_code,0.20824135393671817,0.5704002303484019,1.4614105551587253
RQ1,Task=testing_code,Task=agent_software_engineering + Task=learning_codebase,0.20824135393671817,0.5335308375976299,1.4614105551587253
RQ1,Task=agent_software_engineering + Task=debugging_code,Task=learning_codebase,0.2745716388100494,0.618224852071006,1.4607980670023548
RQ1,Task=learning_codebase,Task=agent_software_engineering + Task=debugging_code,0.2745716388100494,0.6487829110779931,1.4607980670023546
RQ1,Task=agent_data_analytics + Task=testing_code,Task=debugging_code,0.06601492694207926,0.7548076923076924,1.456487946637541
RQ1,Task=agent_business_process + Task=search_answers,Task=generating_content,0.07074529591085882,0.6559454191033137,1.4555653771704744
